EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,141000.00,"NEW YORK, NY",12/13/16,6/1/17,CERTIFIED
BLOOMBERG LP,NETWORK ENGINEER,142000.00,"NEW YORK, NY",4/18/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,142000.00,"NEW YORK, NY",11/4/16,1/3/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,142000.00,"NEW YORK, NY",12/22/16,6/16/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,142000.00,"NEW YORK, NY",4/14/16,9/18/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,142000.00,"NEW YORK, NY",9/16/16,1/23/17,CERTIFIED
BLOOMBERG LP,SENIOR UX DESIGNER,142000.00,"NEW YORK, NY",7/29/16,1/5/17,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,142000.00,"NEW YORK, NY",2/11/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,142500.00,"NEW YORK, NY",8/5/16,10/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,143000.00,"NEW YORK, NY",1/25/16,4/29/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,143000.00,"NEW YORK, NY",2/2/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,143000.00,"NEW YORK, NY",3/25/16,9/24/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,143500.00,"NEW YORK, NY",2/23/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,143500.00,"NEW YORK, NY",4/8/16,9/30/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,143500.00,"NEW YORK, NY",2/22/16,8/1/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,143500.00,"NEW YORK, NY",4/26/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,144000.00,"NEW YORK, NY",2/2/16,7/31/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,144000.00,"NEW YORK, NY",2/2/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,144000.00,"NEW YORK, NY",9/9/16,9/26/16,CERTIFIED
BLOOMBERG LP,APPLICATION ENGINEER,145000.00,"NEW YORK, NY",12/15/16,1/3/17,CERTIFIED
BLOOMBERG LP,PLATFORM DEVELOPER,145000.00,"NEW YORK, NY",3/28/16,9/15/16,CERTIFIED
BLOOMBERG LP,SAP ABAP DEVELOPER,145000.00,"NEW YORK, NY",11/4/16,12/12/16,CERTIFIED
BLOOMBERG LP,SAP BW PROJECT ANALYST,145000.00,"NEW YORK, NY",7/1/16,9/6/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145000.00,"NEW YORK, NY",12/16/16,1/9/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145000.00,"NEW YORK, NY",1/26/16,2/22/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145000.00,"PRINCETON, NJ",2/5/16,2/22/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145000.00,"NEW YORK, NY",8/24/16,2/23/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145000.00,"NEW YORK, NY",9/2/16,10/3/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,145000.00,"NEW YORK, NY",11/8/16,12/19/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,145000.00,"NEW YORK, NY",9/9/16,10/31/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,145000.00,"NEW YORK, NY",1/19/16,7/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145500.00,"NEW YORK, NY",11/14/16,4/28/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145500.00,"NEW YORK, NY",2/23/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145500.00,"NEW YORK, NY",5/18/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145500.00,"NEW YORK, NY",7/27/16,9/29/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145500.00,"NEW YORK, NY",7/29/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,145500.00,"NEW YORK, NY",8/23/16,1/31/17,CERTIFIED
BLOOMBERG LP,QUANT ANALYST RESEARCH OTC,146000.00,"NEW YORK, NY",3/11/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,146000.00,"NEW YORK, NY",4/19/16,10/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,146000.00,"NEW YORK, NY",4/12/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,146000.00,"NEW YORK, NY",4/28/16,10/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,146000.00,"NEW YORK, NY",5/16/16,7/6/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,146000.00,"NEW YORK, NY",5/6/16,8/15/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,146000.00,"NEW YORK, NY",6/1/16,8/1/16,CERTIFIED
BLOOMBERG LP,SAP BW PROJECT ANALYST,147000.00,"NEW YORK, NY",10/6/16,10/31/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,147000.00,"NEW YORK, NY",2/17/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,147000.00,"NEW YORK, NY",2/22/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,147000.00,"NEW YORK, NY",8/1/16,1/30/17,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,147000.00,"NEW YORK, NY",4/8/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,147500.00,"PRINCETON, NJ",11/9/16,2/9/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,147500.00,"PRINCETON, NJ",11/17/16,2/9/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,147500.00,"NEW YORK, NY",2/22/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,147500.00,"NEW YORK, NY",4/12/16,9/1/16,CERTIFIED
BLOOMBERG LP,SOFTWARE ADMINISTRATOR,147500.00,"PRINCETON, NJ",2/29/16,8/22/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,147500.00,"NEW YORK, NY",2/25/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,148000.00,"NEW YORK, NY",2/24/16,7/31/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,148500.00,"NEW YORK, NY",2/17/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,148500.00,"PRINCETON, NJ",4/22/16,10/16/16,CERTIFIED
BLOOMBERG LP,DATA SCIENTIST,149000.00,"NEW YORK, NY",3/2/16,9/1/16,CERTIFIED
BLOOMBERG LP,INFRASTRUCTURE ADMINISTRATOR/DEVELOPER,149000.00,"PRINCETON, NJ",9/16/16,10/3/16,CERTIFIED
BLOOMBERG LP,MORTGAGE MODELER,149000.00,"NEW YORK, NY",4/19/16,6/1/16,CERTIFIED
BLOOMBERG LP,MORTGAGE MODELLER,149000.00,"NEW YORK, NY",2/23/16,6/1/16,CERTIFIED
BLOOMBERG LP,SAP BILLING PROJECT ANALYST,149000.00,"NEW YORK, NY",9/16/16,3/16/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,149000.00,"NEW YORK, NY",12/30/16,6/17/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,149000.00,"PRINCETON, NJ",7/26/16,1/14/17,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,149000.00,"NEW YORK, NY",2/17/16,8/1/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,149000.00,"NEW YORK, NY",5/27/16,8/15/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER - NEWS,149000.00,"NEW YORK, NY",3/11/16,4/1/16,CERTIFIED
BLOOMBERG LP,SAP BILLING PROJECT ANALYST,149500.00,"NEW YORK, NY",5/24/16,11/4/16,CERTIFIED
BLOOMBERG LP,SAP BILLING PROJECT ANALYST,149500.00,"NEW YORK, NY",5/18/16,11/4/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,149500.00,"NEW YORK, NY",3/1/16,8/31/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,149500.00,"NEW YORK, NY",6/21/16,12/12/16,CERTIFIED
BLOOMBERG LP,"ANALYTICS, TRADING AND EXECUTION C++ DEVELOPER",150000.00,"NEW YORK, NY",5/4/16,5/30/16,CERTIFIED
BLOOMBERG LP,DATA WAREHOUSE REPORTING ENGINEER,150000.00,"PRINCETON, NJ",4/18/16,6/6/16,CERTIFIED
BLOOMBERG LP,JAVASCRIPT FRAMEWORK DEVELOPER,150000.00,"NEW YORK, NY",2/11/16,8/1/16,CERTIFIED
BLOOMBERG LP,SAP ABAP DEVELOPER,150000.00,"NEW YORK, NY",10/21/16,11/28/16,CERTIFIED
BLOOMBERG LP,SAP BUSINESS WAREHOUSE ANALYST,150000.00,"NEW YORK, NY",6/6/16,11/27/16,CERTIFIED
BLOOMBERG LP,SAP BUSINESS WAREHOUSE ANALYST,150000.00,"NEW YORK, NY",5/31/16,11/27/16,CERTIFIED
BLOOMBERG LP,SAP SUPPLY CHAIN PROJECT ANALYST,150000.00,"NEW YORK, NY",4/8/16,5/16/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,150000.00,"NEW YORK, NY",12/22/16,2/13/17,WITHDRAWN
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,150000.00,"NEW YORK, NY",12/23/16,2/13/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,150000.00,"NEW YORK, NY",1/26/16,3/7/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,150000.00,"NEW YORK, NY",7/22/16,8/22/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,150000.00,"NEW YORK, NY",8/26/16,10/3/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,150000.00,"NEW YORK, NY",9/28/16,11/21/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,150500.00,"PRINCETON, NJ",12/16/16,1/17/17,CERTIFIED
BLOOMBERG LP,SAP ABAP DEVELOPER,151000.00,"NEW YORK, NY",10/28/16,2/17/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,151000.00,"NEW YORK, NY",3/24/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,151000.00,"NEW YORK, NY",4/22/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,151500.00,"NEW YORK, NY",6/7/16,9/1/16,CERTIFIED
BLOOMBERG LP,SAP ABAP DEVELOPER,152000.00,"NEW YORK, NY",9/19/16,3/3/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,152000.00,"NEW YORK, NY",4/14/16,9/1/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,152000.00,"NEW YORK, NY",5/17/16,8/1/16,CERTIFIED
BLOOMBERG LP,COMPANY FINANCIALS PRODUCT STRATEGIST,152500.00,"NEW YORK, NY",12/23/16,12/28/16,CERTIFIED
BLOOMBERG LP,FIS REPRESENTATIVE,152500.00,"NEW YORK, NY",4/4/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,152500.00,"NEW YORK, NY",10/28/16,4/11/17,WITHDRAWN
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,152500.00,"NEW YORK, NY",4/12/16,9/16/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,152500.00,"PRINCETON, NJ",9/13/16,2/4/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,152500.00,"NEW YORK, NY",9/16/16,2/6/17,CERTIFIED
BLOOMBERG LP,ENTERPRISE SOLUTIONS - PRODUCTION SUPPORT,153000.00,"NEW YORK, NY",8/25/16,2/24/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,153000.00,"NEW YORK, NY",6/22/16,9/30/16,CERTIFIED
BLOOMBERG LP,BSC PROJECTS ANALYST,154000.00,"NEW YORK, NY",9/20/16,2/26/17,CERTIFIED
BLOOMBERG LP,MORTGAGE MODELER,154000.00,"NEW YORK, NY",4/14/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,154000.00,"NEW YORK, NY",8/19/16,1/31/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,154500.00,"NEW YORK, NY",2/22/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR APPLICATIONS DEVELOPER,155000.00,"NEW YORK, NY",8/2/16,8/29/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155000.00,"NEW YORK, NY",10/18/16,12/19/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155000.00,"NEW YORK, NY",10/21/16,11/28/16,WITHDRAWN
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155000.00,"NEW YORK, NY",10/27/16,11/28/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155000.00,"NEW YORK, NY",11/4/16,12/19/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155000.00,"NEW YORK, NY",1/19/16,7/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155000.00,"NEW YORK, NY",3/9/16,8/31/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155000.00,"NEW YORK, NY",5/6/16,7/5/16,CERTIFIED
BLOOMBERG LP,SQL SERVER ENGINEER,155000.00,"NEW YORK, NY",11/22/16,1/9/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",10/28/16,2/14/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",2/17/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",5/27/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",6/2/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",6/24/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",8/10/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",8/22/16,2/19/17,WITHDRAWN
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,155500.00,"NEW YORK, NY",8/30/16,2/17/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"NEW YORK, NY",11/4/16,4/18/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"NEW YORK, NY",1/29/16,7/10/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"NEW YORK, NY",6/17/16,7/18/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"NEW YORK, NY",6/22/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"NEW YORK, NY",6/29/16,10/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"PRINCETON, NJ",7/5/16,10/12/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"NEW YORK, NY",8/23/16,9/6/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156000.00,"NEW YORK, NY",9/9/16,2/6/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,156500.00,"NEW YORK, NY",2/19/16,8/1/16,CERTIFIED
BLOOMBERG LP,QUANTITATIVE ANALYST,157000.00,"NEW YORK, NY",11/4/16,12/12/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,157000.00,"NEW YORK, NY",11/1/16,2/14/17,CERTIFIED
BLOOMBERG LP,TEAM LEADER,157000.00,"NEW YORK, NY",11/23/16,12/5/16,CERTIFIED
BLOOMBERG LP,INTERACTION DESIGNER,157500.00,"NEW YORK, NY",11/4/16,2/1/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,157500.00,"NEW YORK, NY",8/1/16,1/31/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,158000.00,"NEW YORK, NY",4/19/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,158000.00,"NEW YORK, NY",8/29/16,1/2/17,CERTIFIED
BLOOMBERG LP,TEAM LEADER,158000.00,"NEW YORK, NY",12/12/16,12/26/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,158500.00,"NEW YORK, NY",8/19/16,2/7/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,159500.00,"NEW YORK, NY",4/8/16,10/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,159500.00,"NEW YORK, NY",4/8/16,9/15/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,159500.00,"NEW YORK, NY",2/17/16,6/15/16,CERTIFIED
BLOOMBERG LP,SAP ABAP DEVELOPER,160000.00,"NEW YORK, NY",10/25/16,3/3/17,CERTIFIED
BLOOMBERG LP,SENIOR SAP ABAP DEVELOPER,160000.00,"NEW YORK, NY",8/3/16,9/6/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,160000.00,"NEW YORK, NY",11/9/16,3/6/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,160000.00,"NEW YORK, NY",12/7/16,2/20/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,160000.00,"NEW YORK, NY",5/18/16,6/13/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,160000.00,"NEW YORK, NY",9/20/16,10/24/16,CERTIFIED
BLOOMBERG LP,TECHNICAL PRODUCT DESIGNER,160000.00,"PRINCETON, NJ",9/7/16,10/3/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,161000.00,"NEW YORK, NY",10/28/16,3/20/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,161000.00,"NEW YORK, NY",2/17/16,8/15/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,161000.00,"NEW YORK, NY",6/8/16,6/13/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,161500.00,"NEW YORK, NY",8/15/16,1/26/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,162000.00,"NEW YORK, NY",8/1/16,1/31/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,163000.00,"NEW YORK, NY",1/13/16,1/22/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,163500.00,"NEW YORK, NY",3/24/16,4/4/16,CERTIFIED
BLOOMBERG LP,DATA WAREHOUSE ETL DEVELOPER,165000.00,"PRINCETON, NJ",5/4/16,6/20/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,165000.00,"NEW YORK, NY",12/9/16,5/15/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,165000.00,"NEW YORK, NY",12/9/16,5/15/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,165000.00,"NEW YORK, NY",2/19/16,7/31/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,165000.00,"NEW YORK, NY",2/23/16,6/25/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,165000.00,"NEW YORK, NY",5/4/16,6/13/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,166000.00,"NEW YORK, NY",12/9/16,6/1/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,166000.00,"NEW YORK, NY",4/14/16,8/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,166500.00,"NEW YORK, NY",2/17/16,8/14/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,166500.00,"NEW YORK, NY",2/29/16,8/11/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,166500.00,"NEW YORK, NY",5/4/16,5/16/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,166500.00,"NEW YORK, NY",7/20/16,10/1/16,CERTIFIED
BLOOMBERG LP,FINANCIAL PRODUCTS TRAINING SPECIALIST,167000.00,"NEW YORK, NY",9/2/16,9/19/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,167000.00,"NEW YORK, NY",4/15/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,167000.00,"NEW YORK, NY",5/31/16,7/26/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,168000.00,"NEW YORK, NY",9/30/16,3/17/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,169000.00,"NEW YORK, NY",2/8/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,169000.00,"NEW YORK, NY",9/19/16,3/17/17,CERTIFIED
BLOOMBERG LP,TEAM LEADER,169000.00,"NEW YORK, NY",11/22/16,12/5/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,169500.00,"NEW YORK, NY",3/9/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",11/18/16,1/31/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",12/23/16,2/13/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",1/14/16,1/25/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",3/28/16,5/2/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",4/4/16,6/11/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",5/31/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",8/23/16,2/18/17,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,170000.00,"NEW YORK, NY",9/28/16,10/24/16,CERTIFIED
BLOOMBERG LP,SOFTWARE INFRASTRUCTURE DEVELOPER,170000.00,"NEW YORK, NY",2/11/16,8/1/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,170000.00,"NEW YORK, NY",7/15/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,170500.00,"NEW YORK, NY",5/31/16,9/1/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,171500.00,"NEW YORK, NY",3/1/16,3/17/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,171500.00,"NEW YORK, NY",4/18/16,5/2/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,172000.00,"NEW YORK, NY",4/18/16,10/18/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,172000.00,"NEW YORK, NY",4/26/16,8/1/16,CERTIFIED
BLOOMBERG LP,PRODUCT SPECIALIST,175000.00,"NEW YORK, NY",4/14/16,5/9/16,CERTIFIED
BLOOMBERG LP,SENIOR SECURITY ANALYST,175000.00,"NEW YORK, NY",11/9/16,11/28/16,WITHDRAWN
BLOOMBERG LP,SENIOR SECURITY ARCHITECT,175000.00,"NEW YORK, NY",11/9/16,11/28/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,175000.00,"NEW YORK, NY",4/21/16,5/16/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,175000.00,"NEW YORK, NY",8/23/16,9/12/16,CERTIFIED
BLOOMBERG LP,SOFTWARE DEVELOPER,175000.00,"NEW YORK, NY",12/22/16,1/23/17,CERTIFIED
BLOOMBERG LP,SYSTEM RELIABILITY ENGINEER,176500.00,"NEW YORK, NY",4/28/16,10/4/16,CERTIFIED
BLOOMBERG LP,SYSTEM RELIABILITY ENGINEER,176500.00,"NEW YORK, NY",4/28/16,10/4/16,CERTIFIED
BLOOMBERG LP,SYSTEM RELIABILITY ENGINEER,176500.00,"NEW YORK, NY",4/28/16,5/10/16,CERTIFIED
BLOOMBERG LP,BUSINESS PARTNER - TEAM LEADER,177000.00,"NEW YORK, NY",2/19/16,3/1/16,CERTIFIED
BLOOMBERG LP,CLIENT SUPPORT SPECIALIST,177000.00,"NEW YORK, NY",4/14/16,7/7/16,CERTIFIED
BLOOMBERG LP,SENIOR NETWORK ARCHITECT,177000.00,"NEW YORK, NY",5/4/16,6/27/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,177000.00,"NEW YORK, NY",2/22/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,177000.00,"NEW YORK, NY",4/22/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,177000.00,"SAN FRANCISCO, CA",7/14/16,8/1/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,177000.00,"NEW YORK, NY",5/17/16,5/27/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,177500.00,"NEW YORK, NY",4/5/16,7/26/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,177500.00,"NEW YORK, NY",8/26/16,1/4/17,CERTIFIED
BLOOMBERG LP,NETWORK ENGINEER,178500.00,"NEW YORK, NY",8/10/16,9/1/16,CERTIFIED
